iter	RMSE
837	0.9620232899
838	0.9618574034
839	0.9617608443
840	0.9615503964
841	0.9613902564
842	0.961232629
843	0.961147012
844	0.9608522186
845	0.9604741165
846	0.9601811329
847	0.9597502876
848	0.9594517308
849	0.9591508835
850	0.9589750212
851	0.9586365304
852	0.9584399288
853	0.9582317654
854	0.9580842626
855	0.9578081792
856	0.957488378
857	0.9571917159
858	0.9571388397
859	0.9570251573
860	0.9569613765
861	0.9566793281
862	0.9563696433
863	0.9561015483
864	0.9559039875
865	0.9555820708
866	0.9553583724
867	0.9551161112
868	0.9549048553
869	0.9545584688
870	0.9542747758
871	0.9540844137
872	0.9540124019
873	0.953932679
874	0.9537973996
875	0.9536477866
876	0.9534914171
877	0.9533542902
878	0.9532230641
879	0.9529918243
880	0.952930464
881	0.9528455964
882	0.9526699259
883	0.9523918095
884	0.9521865087
885	0.9519732104
886	0.9518094123
887	0.9516530129
888	0.9513737806
889	0.9512798956
890	0.9510988957
891	0.9509307066
892	0.9508685534
893	0.950571184
894	0.9503592485
895	0.9500816385
896	0.9499272589
897	0.9498540558
898	0.94974514
899	0.9493787834
900	0.9491620861
901	0.949042053
902	0.9488625478
903	0.9487269301
904	0.9486538263
905	0.948420987
906	0.948309706
907	0.9482104233
908	0.9480890882
909	0.9479096279
910	0.9477227425
911	0.9476563667
912	0.9475503749
913	0.9472598598
914	0.947045019
915	0.9467650127
916	0.9465680748
917	0.9462759905
918	0.9461510126
919	0.945859044
920	0.9457124605
921	0.9454752517
922	0.9451687479
923	0.9450328229
924	0.944976552
925	0.9448775474
926	0.9447185993
927	0.9446383516
928	0.9445973686
929	0.9443414829
930	0.9438169356
931	0.9434942875
932	0.9432900814
933	0.943140252
934	0.9428130517
935	0.9425883794
936	0.9423622613
937	0.9421625125
938	0.9420880166
939	0.941773955
940	0.9416887107
941	0.941530574
942	0.9414486694
943	0.9413512228
944	0.9412527269
945	0.9412016264
946	0.9409696593
947	0.9408475665
948	0.9404951157
949	0.9403751298
950	0.940186905
951	0.9400479091
952	0.939833317
953	0.939584646
954	0.9392649109
955	0.9390911637
956	0.9387967671
957	0.9385578733
958	0.9384529217
959	0.938267983
960	0.9380316393
961	0.9378343886
962	0.9375058562
963	0.9372907018
964	0.9370497408
965	0.9368749493
966	0.93664349
967	0.9365324319
968	0.9364735335
969	0.9362914153
970	0.936047198
971	0.9357499804
972	0.9355338563
973	0.9353012521
974	0.9351125137
975	0.9349392626
976	0.9347001791
977	0.9343856133
978	0.9341119537
979	0.9339171254
980	0.9337300483
981	0.9335610561
982	0.9333006515
983	0.9331278116
984	0.9329399432
985	0.9327735649
986	0.9324242757
987	0.9322201389
988	0.9319463694
989	0.931870151
990	0.9316279916
991	0.9315659038
992	0.9314207601
993	0.931158531
994	0.9309553731
995	0.9308416435
996	0.930575743
997	0.9303148045
998	0.9302445068
999	0.9300424427
